AH4_LAKE_ID,GRAND_ID,Hylak_id,GLWD_ID,CTR_LONWGS84,CTR_LATWGS84,WATERBODY_DAM_BRANCH,TYPE,AREA,EL_SPL,EL_LIM,EL_MIN,EL_ZERO,OPS_AMP,OPS_PHA,OPS_MEAN,SPL_COEFF,SPL_EXP,BR_FRAC,BR_MX_MAIN,BR_MN_MAIN,BR_MX_BR,BR_DEST_LONWGS84,BR_DEST_LATWGS84,SOURCE,SOURCE_ELEVS,SOURCE_OPS,SOURCE_SPILL,SOURCE_BRAN
101602,0,0,4253,-98.618808,60.853191,none,Lake,36408174,283,282.999,282.998,272.6,0,0,0,162.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
103432,0,0,8228,-81.457154,68.689497,none,Lake,36388005,0,-0.001,-0.002,-10.4,0,0,0,165.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101863,0,0,4847,-118.865749,64.158822,none,Lake,36284504,344,343.999,343.998,333.6,0,0,0,165.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101792,0,0,4699,-104.371323,59.64618,none,Lake,36266930,364,363.999,363.998,353.6,0,0,0,164.8,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101942,0,0,5034,119.091129,63.604004,none,Lake,36193719,109,108.999,108.998,98.6,0,0,0,164.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102015,0,0,5197,-95.327589,54.532278,none,Lake,36158302,186,185.999,185.998,175.6,0,0,0,163.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
108635,0,0,885,-92.700511,62.965518,none,Lake,36127529,35,34.999,34.998,18.4,0,0,0,566.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101946,0,0,5039,-103.324999,54.524992,none,Lake,36102412,322,321.999,321.998,311.6,0,0,0,163.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102100,0,0,5376,-64.386834,56.297027,none,Lake,36072143,442,441.999,441.998,431.6,0,0,0,163.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101986,0,0,5130,-115.088521,64.834918,none,Lake,36072142,380,379.999,379.998,369.6,0,0,0,164,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101582,0,0,4206,80.932219,60.992607,none,Lake,36055730,52,51.999,51.998,41.6,0,0,0,164.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101897,0,0,4917,-146.135319,62.346047,none,Lake,36040379,643,642.999,642.998,632.6,0,0,0,165.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101372,0,0,3771,-91.612252,49.035435,none,Lake,36035382,432,431.999,431.998,421.6,0,0,0,163.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101862,0,0,4846,-108.857598,65.009692,none,Lake,36029047,394,393.999,393.998,383.6,0,0,0,163.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102070,0,0,5321,70.585948,69.293552,none,Lake,36019759,15,14.999,14.998,4.6,0,0,0,163.8,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
105145,0,0,11698,89.771855,69.456059,none,Lake,36018542,44,43.999,43.998,28,0,0,0,165,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101938,0,0,5026,-115.492979,64.83603,none,Lake,36017388,293,292.999,292.998,282.6,0,0,0,164.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101613,0,0,4276,-100.115835,61.08767,none,Lake,36005422,306,305.999,305.998,295.6,0,0,0,164,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102158,0,0,5517,99.326739,73.106465,none,Lake,35988495,45,44.999,44.998,34.6,0,0,0,165.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
104628,0,0,10664,-71.475895,54.275194,none,Lake,35987976,442,441.999,441.998,431.6,0,0,0,164.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102004,0,0,5175,37.671306,68.192813,none,Lake,35986596,227,226.999,226.998,219.7,0,0,0,163.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101596,0,0,4236,-105.966679,60.855837,none,Lake,35970090,424,423.999,423.998,413.6,0,0,0,164.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101803,0,0,4721,-105.655898,70.329543,none,Lake,35947762,111,110.999,110.998,100.6,0,0,0,164.8,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
100860,0,0,2411,-158.92839,56.413171,none,Lake,35910348,8,7.999,7.998,-2.4,0,0,0,164.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102206,0,0,5624,-63.712321,55.014244,none,Lake,35871481,502,501.999,501.998,491.6,0,0,0,161.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101856,0,0,4829,-90.956118,51.924234,none,Lake,35858298,372,371.999,371.998,361.6,0,0,0,164.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101855,0,0,4828,-65.33827,54.768798,none,Lake,35845954,479,478.999,478.998,468.6,0,0,0,161.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102146,0,0,5485,-127.153985,67.8512,none,Lake,35822570,269,268.999,268.998,258.6,0,0,0,163.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
100902,0,0,2522,-91.667934,51.282339,none,Lake,35817289,379,378.999,378.998,368.6,0,0,0,15.3,1.054,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101989,0,0,5135,-107.871953,53.670225,none,Lake,35815504,563,562.999,562.998,552.6,0,0,0,162.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
108595,0,0,1415,-107.193118,61.662213,none,Lake,35744630,375,374.999,374.998,358.4,0,0,0,208.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102142,0,0,5476,-99.901213,54.98964,none,Lake,35742500,281,280.999,280.998,270.6,0,0,0,162.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101779,0,0,4677,-105.842182,60.744159,none,Lake,35739457,416,415.999,415.998,405.6,0,0,0,162.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102006,0,0,5177,-100.134332,58.745543,none,Lake,35731952,285,284.999,284.998,274.6,0,0,0,163.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102154,0,0,5497,-119.463246,68.626342,none,Lake,35730422,561,560.999,560.998,550.6,0,0,0,162.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102340,0,0,5913,80.776041,53.016026,none,Lake,35727824,135,134.999,134.998,124.6,0,0,0,162.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102120,0,0,5439,143.856358,71.778464,none,Lake,35727363,1,0.999,0.998,-9.4,0,0,0,166.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101731,0,0,4540,-98.121879,66.397392,none,Lake,35704138,136,135.999,135.998,125.6,0,0,0,162.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102053,0,0,5277,-112.780805,66.901363,none,Lake,35679944,337,336.999,336.998,326.6,0,0,0,163.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101995,0,0,5147,-61.557636,56.15968,none,Lake,35660521,33,32.999,32.998,22.6,0,0,0,163.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101217,0,0,3295,72.238566,69.247891,none,Lake,35655653,3,2.999,2.998,-7.4,0,0,0,162.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102055,0,0,5279,177.951956,62.739756,none,Lake,35653779,1,0.999,0.998,-9.4,0,0,0,163.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102225,0,0,5674,-102.794424,53.804867,none,Lake,35606137,265,264.999,264.998,254.6,0,0,0,162.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102858,0,0,7032,72.9099,49.361649,none,Lake,35597737,516,515.999,515.998,508.4,0,0,0,162,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102527,0,0,6277,-98.340672,55.421156,none,Lake,35578631,188,187.999,187.998,177.6,0,0,0,162,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101715,0,0,4511,-113.741248,62.667865,none,Lake,35550451,167,166.999,166.998,156.6,0,0,0,162.8,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101997,0,0,5157,135.827164,65.251935,none,Lake,35509513,670,669.999,669.998,659.6,0,0,0,162.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102226,0,0,5675,78.464616,53.096957,none,Lake,35491647,79,78.999,78.998,75,0,0,0,1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102033,0,0,5230,60.44183,57.268162,none,Lake,35464515,232,231.999,231.998,231,0,0,0,162.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
103249,0,0,7822,-105.732935,49.731187,none,Lake,35454045,664,663.999,663.998,653.6,0,0,0,1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102075,0,0,5327,-72.182729,51.210782,none,Lake,35391733,412,411.999,411.998,401.6,0,0,0,161.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102121,0,0,5440,159.650399,68.981578,none,Lake,35376684,15,14.999,14.998,4.6,0,0,0,160.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102080,0,0,5341,-110.243576,56.425479,none,Lake,35370054,477,476.999,476.998,466.6,0,0,0,160.8,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101945,0,0,5038,-111.323709,54.731947,none,Lake,35368363,621,620.999,620.998,608.8,0,0,0,160.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101679,0,0,4436,-63.870971,55.718308,none,Lake,35363593,438,437.999,437.998,427.6,0,0,0,161.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102696,0,0,6677,-62.827315,50.775132,none,Lake,35359925,112,111.999,111.998,101.6,0,0,0,159.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101799,0,0,4709,-117.163264,63.629095,none,Lake,35352114,217,216.999,216.998,206.6,0,0,0,161.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101002,0,0,2781,-98.951318,64.002339,none,Lake,35301633,124,123.999,123.998,113.6,0,0,0,160.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102498,0,0,6228,-118.511729,67.500361,none,Lake,35293804,433,432.999,432.998,422.6,0,0,0,160,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102136,0,0,5470,-111.071475,68.853213,none,Lake,35256439,141,140.999,140.998,130.6,0,0,0,161.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102275,0,0,5778,-75.741946,57.859321,none,Lake,35203676,143,142.999,142.998,132.6,0,0,0,161,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101815,0,0,4746,-72.709128,64.535098,none,Lake,35174841,77,76.999,76.998,66.6,0,0,0,161.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101632,0,0,4321,80.23377,64.367404,none,Lake,35160564,32,31.999,31.998,21.6,0,0,0,163.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102065,0,0,5306,-102.035073,54.477503,none,Lake,35154164,297,296.999,296.998,286.6,0,0,0,158.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102042,0,0,5258,-103.861549,66.468549,none,Lake,35130142,213,212.999,212.998,202.6,0,0,0,160.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101712,0,0,4507,-85.246719,64.255819,none,Lake,35120102,52,51.999,51.998,41.6,0,0,0,158.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
100298,0,0,954,-158.89546,66.482099,Inland,Lake,35108789,0,-0.001,-0.002,-10,0,0,0,161.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101881,0,0,4883,-109.350828,53.995184,none,Lake,35091557,520,519.999,519.998,509.6,0,0,0,160.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
108587,0,0,4634,-51.135319,65.5883,none,Lake,35089174,299,298.999,298.998,288.6,0,0,0,94.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101138,0,0,3103,-102.18626,58.619266,none,Lake,35060515,367,366.999,366.998,356.6,0,0,0,160.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101406,0,0,3844,-116.595904,64.960845,none,Lake,35015597,278,277.999,277.998,267.6,0,0,0,161.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102365,0,0,5957,-66.638833,55.385511,none,Lake,35011075,503,502.999,502.998,492.6,0,0,0,157.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102083,0,0,5351,158.58803,69.706187,none,Lake,35004342,14,13.999,13.998,3.6,0,0,0,159.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101626,0,0,4312,-104.630356,60.283767,none,Lake,34960316,395,394.999,394.998,384.6,0,0,0,160.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102005,0,0,5176,-119.134345,65.214442,none,Lake,34946789,180,179.999,179.998,169.6,0,0,0,160.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102039,0,0,5248,-105.081232,61.499166,none,Lake,34933092,381,380.999,380.998,370.6,0,0,0,159.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102014,0,0,5196,-74.570227,55.011563,none,Lake,34916156,265,264.999,264.998,254.6,0,0,0,161.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102010,0,0,5191,87.524629,69.614019,none,Lake,34893849,78,77.999,77.998,74,0,0,0,158.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102105,0,0,5386,-110.171629,71.416719,none,Lake,34893298,241,240.999,240.998,230.6,0,0,0,160.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101917,0,0,4978,143.103629,71.144776,none,Lake,34888544,11,10.999,10.998,0.6,0,0,0,160.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102281,0,0,5792,-60.364934,54.531585,none,Lake,34884584,274,273.999,273.998,263.6,0,0,0,158.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102228,0,0,5677,97.537407,49.344984,none,Lake,34868895,1999,1998.999,1998.998,1988.6,0,0,0,159.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101972,0,0,5105,-101.67976,66.217452,none,Lake,34863665,190,189.999,189.998,179.6,0,0,0,159.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101643,0,0,4347,-68.655646,65.809671,none,Lake,34825573,193,192.999,192.998,182.6,0,0,0,160.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102374,0,0,5971,-110.58946,63.2448,none,Lake,34823032,385,384.999,384.998,374.6,0,0,0,159.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102201,0,0,5609,-113.779792,55.446528,none,Lake,34796709,614,613.999,613.998,603.6,0,0,0,75.5,1.586,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102351,0,0,5932,-105.169742,54.093373,none,Lake,34788603,594,593.999,593.998,583.6,0,0,0,157.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
103431,0,0,8227,158.76016,69.88266,none,Lake,34784716,0,-0.001,-0.002,-10.4,0,0,0,160.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101852,0,0,4823,-96.836875,60.41236,none,Lake,34749011,135,134.999,134.998,124.6,0,0,0,162.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101912,0,0,4959,-103.43492,57.233522,none,Lake,34741721,352,351.999,351.998,341.6,0,0,0,158.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102349,0,0,5929,61.598042,56.292763,none,Lake,34739864,179,178.999,178.998,176.2,0,0,0,157.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102163,0,0,5529,-89.504326,68.374516,none,Lake,34671074,72,71.999,71.998,61.6,0,0,0,158.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102179,0,0,5566,118.051019,73.491133,none,Lake,34669690,6,5.999,5.998,-4.4,0,0,0,159.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102007,0,0,5178,-69.944083,53.438161,none,Lake,34625472,537,536.999,536.998,526.6,0,0,0,158.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102476,0,0,6173,-67.449202,52.051105,none,Lake,34609657,519,518.999,518.998,508.6,0,0,0,157.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
105968,0,0,13226,-153.417067,62.53745,none,Lake,34578739,221,220.999,220.998,210.6,0,0,0,159.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101212,0,0,3280,-94.538758,62.571312,none,Lake,34563761,50,49.999,49.998,39.6,0,0,0,158,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102081,0,0,5342,72.897013,52.832529,none,Lake,34548866,65,64.999,64.998,54.6,0,0,0,159.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
100763,0,0,2150,72.230057,53.970064,none,Lake,34548761,52,51.999,51.998,41.6,0,0,0,1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101981,0,0,5124,-129.638586,69.402495,none,Lake,34511065,19,18.999,18.998,8.6,0,0,0,158.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101339,0,0,3577,-98.621843,60.324263,none,Lake,34490781,301,300.999,300.998,290.6,0,0,0,157.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102157,0,0,5503,-70.18999,51.017545,none,Lake,34397669,487,486.999,486.998,476.6,0,0,0,157.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101975,0,0,5109,-59.707172,54.669096,none,Lake,34366510,139,138.999,138.998,128.6,0,0,0,157.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101983,0,0,5126,149.922295,66.486107,none,Lake,34348274,45,44.999,44.998,34.6,0,0,0,156.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102090,0,0,5363,71.237053,69.520974,none,Lake,34331800,2,1.999,1.998,-8.4,0,0,0,158.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102129,0,0,5450,-99.466034,52.559958,none,Lake,34308799,258,257.999,257.998,254.2,0,0,0,156,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
104313,0,0,10052,-112.800009,67.0713,none,Lake,34304674,335,334.999,334.998,324.6,0,0,0,156.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
108572,0,0,5668,-115.101316,65.668031,none,Lake,34271199,442,441.999,441.998,431.6,0,0,0,157.3,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102204,0,0,5612,-69.830809,51.907745,none,Lake,34258111,518,517.999,517.998,507.6,0,0,0,156.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101590,0,0,4220,-72.253729,53.634968,none,Lake,34255746,419,418.999,418.998,408.6,0,0,0,157.2,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102350,0,0,5930,-86.743242,55.155666,none,Lake,34255392,111,110.999,110.998,100.6,0,0,0,156.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101963,0,0,5087,-103.197708,61.29036,none,Lake,34251196,338,337.999,337.998,327.6,0,0,0,156.8,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101701,0,0,4480,-102.757513,56.118838,none,Lake,34208630,373,372.999,372.998,362.6,0,0,0,155.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102026,0,0,5222,31.149312,64.391203,none,Lake,34195555,141,140.999,140.998,132.5,0,0,0,157.6,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102143,0,0,5477,61.99143,54.667137,none,Lake,34143510,185,184.999,184.998,183.9,0,0,0,156.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102344,0,0,5923,-113.054066,65.002903,none,Lake,34143258,402,401.999,401.998,391.6,0,0,0,156.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
105068,0,0,11513,-75.276345,52.190439,none,Lake,34122665,282,281.999,281.998,271.6,0,0,0,155.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101990,0,0,5140,99.870195,73.556442,none,Lake,34108982,83,82.999,82.998,72.6,0,0,0,156.9,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102162,0,0,5522,-100.672403,55.298649,none,Lake,34103525,287,286.999,286.998,276.6,0,0,0,155.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102098,0,0,5372,-123.86736,67.926761,none,Lake,34091427,372,371.999,371.998,361.6,0,0,0,156,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
103441,0,0,8240,-101.560393,56.690504,none,Lake,34067693,383,382.999,382.998,372.6,0,0,0,154.4,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102774,0,0,6870,-130.903004,69.721754,none,Lake,34041559,21,20.999,20.998,10.6,0,0,0,155,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102287,0,0,5803,-67.332167,55.257594,none,Lake,34028726,433,432.999,432.998,422.6,0,0,0,155.7,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101877,0,0,4878,-91.714896,68.831015,none,Lake,34014296,170,169.999,169.998,159.6,0,0,0,156.1,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
102863,0,0,7050,63.80819,60.32403,none,Lake,33997794,45,44.999,44.998,34.6,0,0,0,156.8,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
101960,0,0,5076,-114.309301,64.827353,none,Lake,33981043,436,435.999,435.998,425.6,0,0,0,154.5,2,0,0,0,0,0,0,15,AHYPEv4 LakeData,*NONE*,AHYPEv4 LakeData,*NONE*
