,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
644,3039206,3426593,52105459.54607425,3039206,52.261253712807424,-113.87375675054571,116,52105459.54607428,116,52.375,246.125,829,473630135.82255274,829,36367800.079332404,0.697965249633278,0.07678523246028782,0.6979652496332787,0.10060735217416081
633,3039362,3426591,237507936.82484257,3039362,52.23839373022745,-113.73925104811292,114,237507936.82484996,114,52.125,246.375,782,476279682.92013264,782,101813650.75866945,0.4286747302838635,0.21376862043418843,0.42867473028386294,0.21376862043418837
634,3039362,3426591,237507936.82484257,3039362,52.23839373022745,-113.73925104811292,114,237507936.82484996,114,52.125,246.125,781,476279682.92013264,781,35014243.800924234,0.14742346832285214,0.07351613989966432,0.14742346832285194,0.07351613989966427
635,3039362,3426591,237507936.82484257,3039362,52.23839373022745,-113.73925104811292,114,237507936.82484996,114,52.375,246.125,829,473630135.82255274,829,67233027.01250973,0.28307696960077033,0.14195259534266383,0.28307696960076995,0.18599246618237023
636,3039362,3426591,237507936.82484257,3039362,52.23839373022745,-113.73925104811292,114,237507936.82484996,114,52.375,246.375,830,473630135.82255274,830,33447015.252746828,0.14082483179251523,0.07061842717136115,0.14082483179251504,0.08643936128922172
1443,3039542,34295,340031540.54869723,3039542,49.71721956944095,-113.00319671508403,251,340031540.5486987,251,49.625,247.125,305,502248690.66659164,305,100651930.51947327,0.296007630224697,0.20040257424242677,0.29600763022469706,0.20040257424242672
1444,3039542,34295,340031540.54869723,3039542,49.71721956944095,-113.00319671508403,251,340031540.5486987,251,49.875,246.875,352,499695571.0230504,352,62272126.01829988,0.1831363229358465,0.12462012799274406,0.18313632293584653,0.12462012799274409
1445,3039542,34295,340031540.54869723,3039542,49.71721956944095,-113.00319671508403,251,340031540.5486987,251,49.875,247.125,353,499695571.02305037,353,62578578.50963726,0.1840375701873305,0.12523340637483973,0.18403757018733052,0.12523340637483973
1442,3039542,34295,340031540.54869723,3039542,49.71721956944095,-113.00319671508403,251,340031540.5486987,251,49.625,246.875,304,502248690.66659164,304,114528905.5012883,0.33681847665212594,0.22803226295977774,0.336818476652126,0.2280322629597777
602,3039977,3426573,803573419.0559936,3039977,52.253794319901736,-113.44216686205928,108,803573419.0559957,108,52.375,246.625,831,473630135.8225162,831,111545222.00380829,0.13881148798431753,0.23551124298730797,0.13881148798431744,0.23551124298730816
600,3039977,3426573,803573419.0559936,3039977,52.253794319901736,-113.44216686205928,108,803573419.0559957,108,52.125,246.625,783,476279682.9200958,783,237937312.3206501,0.2960990329921177,0.4995747684676447,0.2960990329921175,0.4995747684676445
603,3039977,3426573,803573419.0559936,3039977,52.253794319901736,-113.44216686205928,108,803573419.0559957,108,52.125,246.375,782,476279682.92013264,782,63902413.35624347,0.07952280630600417,0.13416993344005243,0.07952280630600411,0.1341699334400524
601,3039977,3426573,803573419.0559936,3039977,52.253794319901736,-113.44216686205928,108,803573419.0559957,108,52.375,246.875,832,473630135.82255274,832,27376730.35562767,0.034068735608239385,0.05780191817415196,0.034068735608239364,0.05780191817415198
599,3039977,3426573,803573419.0559936,3039977,52.253794319901736,-113.44216686205928,108,803573419.0559957,108,52.125,246.875,784,476279682.92013264,784,99424779.04549912,0.12372830744239795,0.20875292944664967,0.12372830744239786,0.20875292944664972
605,3039977,3426573,803573419.0559936,3039977,52.253794319901736,-113.44216686205928,108,803573419.0559957,108,52.375,246.125,829,473630135.82255274,829,7691605.886037842,0.009571752504050741,0.016239688533922873,0.009571752504050735,0.02127794643815207
606,3039977,3426573,803573419.0559936,3039977,52.253794319901736,-113.44216686205928,108,803573419.0559957,108,52.375,246.375,830,473630135.82255274,830,255695356.08812967,0.3181978771628731,0.5398629368126332,0.3181978771628729,0.6608106313182281
594,3040051,3426571,49942913.27144517,3040051,52.312698946577044,-113.16518039285693,106,49942913.27144694,106,52.375,246.875,832,473630135.82255274,832,49173444.59228103,0.9845930357529658,0.10382245738413917,0.9845930357529655,0.1038224573841392
595,3040051,3426571,49942913.27144517,3040051,52.312698946577044,-113.16518039285693,106,49942913.27144694,106,52.375,246.625,831,473630135.8225162,831,769468.6791659214,0.01540696424703437,0.0016246193410595498,0.015406964247034367,0.0016246193410595512
1023,3040256,342857,902385738.2519846,3040256,50.839030464668966,-113.51621920969271,174,902385738.2519853,174,50.625,246.625,495,491977276.8745155,495,20676362.115654007,0.022912997445755583,0.042027067280442205,0.022912997445755597,0.04202706728044222
1024,3040256,342857,902385738.2519846,3040256,50.839030464668966,-113.51621920969271,174,902385738.2519853,174,50.625,246.375,494,491977276.8745534,494,86065756.97708313,0.0953757947724234,0.17493847993111392,0.09537579477242346,0.1749384799311139
1022,3040256,342857,902385738.2519846,3040256,50.839030464668966,-113.51621920969271,174,902385738.2519853,174,50.875,246.875,544,489385021.72833663,544,28567869.232193004,0.03165815684047925,0.058375037984001406,0.03165815684047927,0.05837503798400138
1027,3040256,342857,902385738.2519846,3040256,50.839030464668966,-113.51621920969271,174,902385738.2519853,174,50.875,246.125,541,489385021.7283366,541,41059588.54074598,0.045501149674952376,0.08390037847038695,0.045501149674952404,0.08390037847038695
1026,3040256,342857,902385738.2519846,3040256,50.839030464668966,-113.51621920969271,174,902385738.2519853,174,50.875,246.375,542,489385021.7283366,542,369411451.08163416,0.4093719962786895,0.7548482987423731,0.4093719962786897,0.7548482987423729
1021,3040256,342857,902385738.2519846,3040256,50.839030464668966,-113.51621920969271,174,902385738.2519853,174,50.875,246.625,543,489385021.7282988,543,356604710.3046745,0.3951799049876994,0.7286792494083678,0.3951799049876996,0.7286792494083681
1015,3040331,342855,150201946.1957777,3040331,50.832710281045074,-113.17699827256773,172,150201946.19577727,172,50.625,246.625,495,491977276.8745155,495,1504825.8942329988,0.010018684393553518,0.003058730484043925,0.010018684393553526,0.003058730484043926
1014,3040331,342855,150201946.1957777,3040331,50.832710281045074,-113.17699827256773,172,150201946.19577727,172,50.875,246.875,544,489385021.72833663,544,120111170.27467082,0.7996645404189017,0.2454328697075366,0.7996645404189023,0.2454328697075365
1013,3040331,342855,150201946.1957777,3040331,50.832710281045074,-113.17699827256773,172,150201946.19577727,172,50.875,246.625,543,489385021.7282988,543,28585950.026873317,0.19031677518754397,0.058411983934285434,0.19031677518754414,0.05841198393428546
1380,3040402,342933,372572794.7463032,3040402,49.67890291165641,-112.77907819154818,239,372572794.74630463,239,49.625,247.625,307,502248690.66659164,307,7842181.989075507,0.02104872416789173,0.01561414123084572,0.021048724167891716,0.019420828937439266
1385,3040402,342933,372572794.7463032,3040402,49.67890291165641,-112.77907819154818,239,372572794.74630463,239,49.875,247.125,353,499695571.02305037,353,92453161.56989357,0.248147913303352,0.18501897341337215,0.24814791330335184,0.18501897341337215
1382,3040402,342933,372572794.7463032,3040402,49.67890291165641,-112.77907819154818,239,372572794.74630463,239,49.625,247.125,305,502248690.66659164,305,165548510.5554226,0.4443386980741556,0.32961461847855544,0.4443386980741553,0.3296146184785554
1381,3040402,342933,372572794.7463032,3040402,49.67890291165641,-112.77907819154818,239,372572794.74630463,239,49.625,247.375,306,502248690.6665529,306,106728940.63191319,0.2864646644546013,0.21250217793553478,0.2864646644546011,0.28192836617112343
1373,3040487,342931,213232820.50944328,3040487,49.870848414986106,-112.65253194269243,237,213232820.50944525,237,49.875,247.625,355,499695571.02305037,355,10057567.129875656,0.04716706886794733,0.02012738898062339,0.047167068867947436,0.020127388980623388
1375,3040487,342931,213232820.50944328,3040487,49.870848414986106,-112.65253194269243,237,213232820.50944525,237,49.875,247.125,353,499695571.02305037,353,28804357.317318927,0.13508407030634867,0.057643811527779615,0.13508407030634897,0.057643811527779615
1374,3040487,342931,213232820.50944328,3040487,49.870848414986106,-112.65253194269243,237,213232820.50944525,237,49.875,247.375,354,499695571.0230118,354,174370896.0622502,0.8177488608257018,0.34895425569865646,0.8177488608257035,0.3489542556986564
570,3040493,3426555,517146940.2373469,3040493,52.11416505036743,-113.006122781096,100,517146940.23734593,100,52.375,246.875,832,473630135.82255274,832,52437664.27644405,0.10139799773808512,0.11071437459395533,0.10139799773808497,0.11071437459395538
566,3040493,3426555,517146940.2373469,3040493,52.11416505036743,-113.006122781096,100,517146940.23734593,100,51.875,247.125,737,478919800.7914906,737,49967272.75631089,0.09662103527747506,0.1043332780848319,0.09662103527747491,0.15123019491032702
565,3040493,3426555,517146940.2373469,3040493,52.11416505036743,-113.006122781096,100,517146940.23734593,100,51.875,246.875,736,478919800.79149055,736,2314051.986333829,0.004474650831873411,0.004831815227746885,0.004474650831873404,0.004831815227746885
567,3040493,3426555,517146940.2373469,3040493,52.11416505036743,-113.006122781096,100,517146940.23734593,100,52.125,246.875,784,476279682.92013264,784,238929446.29847202,0.46201461849279185,0.5016578595869648,0.46201461849279113,0.501657859586965
568,3040493,3426555,517146940.2373469,3040493,52.11416505036743,-113.006122781096,100,517146940.23734593,100,52.125,247.125,785,476279682.92013264,785,172374603.03275758,0.3333184238770625,0.36191886661195893,0.333318423877062,0.377546132770975
569,3040493,3426555,517146940.2373469,3040493,52.11416505036743,-113.006122781096,100,517146940.23734593,100,52.375,247.125,833,473630135.82255274,833,1123901.887028396,0.002173273782713629,0.002372952652340243,0.0021732737827136256,0.0026688527650010293
998,3040544,342853,564832670.7159257,3040544,50.75476615656798,-113.04268823209948,170,564832670.715929,170,50.875,247.375,546,489385021.7282988,546,3787385.3697343115,0.00670532277273157,0.007739070877892594,0.00670532277273159,0.007758330186973704
995,3040544,342853,564832670.7159257,3040544,50.75476615656798,-113.04268823209948,170,564832670.715929,170,50.625,247.125,497,491977276.8745534,497,6194217.868390849,0.01096646527287389,0.012590455209113812,0.010966465272873923,0.012590455209113815
1002,3040544,342853,564832670.7159257,3040544,50.75476615656798,-113.04268823209948,170,564832670.715929,170,50.625,246.625,495,491977276.8745155,495,17255890.999484893,0.030550447759356662,0.03507456911243933,0.030550447759356752,0.03507456911243934
1001,3040544,342853,564832670.7159257,3040544,50.75476615656798,-113.04268823209948,170,564832670.715929,170,50.875,247.125,545,489385021.7283366,545,199554003.82788086,0.3532975590362804,0.40776483743439057,0.35329755903628146,0.4077648374343904
1000,3040544,342853,564832670.7159257,3040544,50.75476615656798,-113.04268823209948,170,564832670.715929,170,50.875,246.875,544,489385021.72833663,544,132485912.66571876,0.23455780717817193,0.2707191817964205,0.23455780717817262,0.2707191817964204
996,3040544,342853,564832670.7159257,3040544,50.75476615656798,-113.04268823209948,170,564832670.715929,170,50.625,246.875,496,491977276.8745534,496,205555259.9847176,0.36392239798058246,0.4178145407254877,0.36392239798058357,0.4178145407254874
557,3040593,3426553,78219456.84794015,3040593,51.9113754729294,-112.96348251308353,98,78219456.8479424,98,51.875,246.875,736,478919800.79149055,736,12806411.61859512,0.16372411845674942,0.026740200754762078,0.16372411845674953,0.026740200754762078
558,3040593,3426553,78219456.84794015,3040593,51.9113754729294,-112.96348251308353,98,78219456.8479424,98,51.875,247.125,737,478919800.7914906,737,65413045.22934723,0.8362758815432499,0.13658454948248505,0.8362758815432505,0.19797813716904933
984,3040625,342851,55111053.20847925,3040625,50.748340423344914,-112.67514320345428,168,55111053.208479546,168,50.625,247.375,498,491977276.8745155,498,28653404.238452166,0.519921187680069,0.05824131638860335,0.5199211876800688,0.05824131638860337
985,3040625,342851,55111053.20847925,3040625,50.748340423344914,-112.67514320345428,168,55111053.208479546,168,50.875,247.375,546,489385021.7282988,546,26457648.970027402,0.4800788123199313,0.05406305423200385,0.4800788123199311,0.05419759455186283
548,3040698,3426551,437455985.20581335,3040698,51.72232143439784,-112.94640841193693,96,437455985.2058154,96,51.625,247.125,689,481550441.34096086,689,243762706.60265586,0.5572279608609533,0.5062038899265802,0.5572279608609533,0.5525846647969804
550,3040698,3426551,437455985.20581335,3040698,51.72232143439784,-112.94640841193693,96,437455985.2058154,96,51.875,247.125,737,478919800.7914906,737,92238284.96726325,0.21085157841392146,0.19259651577325665,0.21085157841392146,0.2791670036070103
547,3040698,3426551,437455985.20581335,3040698,51.72232143439784,-112.94640841193693,96,437455985.2058154,96,51.625,246.875,688,481550441.34096086,688,17265117.184878994,0.039467095590785116,0.03585318525885113,0.039467095590785116,0.03585318525885113
549,3040698,3426551,437455985.20581335,3040698,51.72232143439784,-112.94640841193693,96,437455985.2058154,96,51.875,246.875,736,478919800.79149055,736,84189876.45101734,0.19245336513434025,0.1757911790489353,0.19245336513434025,0.1757911790489353
968,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.875,247.375,546,489385021.7282988,546,59569324.79217494,0.049035612831491396,0.12172281975815594,0.04903561283149132,0.12202573692288216
963,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.375,248.125,453,494559817.85668886,453,2359185.6112041213,0.0019420081162952346,0.0047702735362292505,0.0019420081162952315,0.004979624652408016
966,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.625,247.875,500,491977276.87451535,500,29420100.067321565,0.024217710061310266,0.0597997132189207,0.024217710061310228,0.059799713218920685
960,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.375,247.625,451,494559817.8566889,451,240661787.56867748,0.19810528790990228,0.4866181579644937,0.19810528790990198,0.4866181579644938
965,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.625,247.625,499,491977276.8745534,499,264439017.00670505,0.21767796262119626,0.5375025015111276,0.21767796262119593,0.5375025015111277
961,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.375,247.875,452,494559817.85665065,452,428241376.8559253,0.3525149634848707,0.865904105820526,0.35251496348487016,0.8659041058205247
967,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.625,247.375,498,491977276.8745155,498,182279051.8695644,0.1500464382624901,0.3705029895436752,0.15004643826248987,0.37050298954367533
972,3040978,34283311,1214817585.677625,3040978,50.49651403771637,-112.32050086294544,166,1214817585.677621,166,50.125,247.875,404,497132598.0371947,404,7847741.906049879,0.006460016712445299,0.01578601350431404,0.006460016712445288,0.015786013504314033
518,3041020,342653,54591857.6549811,3041020,51.54388467507818,-112.8293718296293,92,54591857.654981025,92,51.625,247.125,689,481550441.34096086,689,54082159.13175696,0.9906634698814365,0.11230839905609015,0.9906634698814367,0.1225986213881056
517,3041020,342653,54591857.6549811,3041020,51.54388467507818,-112.8293718296293,92,54591857.654981025,92,51.375,247.125,641,484171556.7142416,641,509698.52322404983,0.009336530118563283,0.0010527229783654439,0.009336530118563285,0.0010527229783654436
955,3041065,342831,414165000.2069297,3041065,50.18256370247937,-111.92746755752988,164,414165000.20692796,164,50.125,248.375,406,497132598.0372331,406,33972333.806344174,0.08202608571311117,0.06833656441052734,0.08202608571311129,0.07053449126393123
953,3041065,342831,414165000.2069297,3041065,50.18256370247937,-111.92746755752988,164,414165000.20692796,164,50.125,247.875,404,497132598.0371947,404,95259769.30290908,0.23000439258584077,0.19161843274615012,0.23000439258584113,0.19161843274615004
950,3041065,342831,414165000.2069297,3041065,50.18256370247937,-111.92746755752988,164,414165000.20692796,164,50.375,247.875,452,494559817.85665065,452,25086729.316632695,0.06057182355848199,0.0507253691279548,0.060571823558482084,0.05072536912795472
952,3041065,342831,414165000.2069297,3041065,50.18256370247937,-111.92746755752988,164,414165000.20692796,164,50.375,248.125,453,494559817.85668886,453,46294879.79894811,0.11177883156668947,0.09360825147416893,0.11177883156668965,0.09771639994423563
954,3041065,342831,414165000.2069297,3041065,50.18256370247937,-111.92746755752988,164,414165000.20692796,164,50.125,248.125,405,497132598.0372331,405,213551287.98209324,0.5156188665758751,0.4295660530515023,0.5156188665758759,0.4295660530515022
487,3041294,3426513,80843898.81854235,3041294,51.48051769358929,-112.78791948835438,88,80843898.81854106,88,51.625,247.125,689,481550441.34096086,689,20750116.834206093,0.2566689278653045,0.043090224933495624,0.2566689278653045,0.0470383534673266
485,3041294,3426513,80843898.81854235,3041294,51.48051769358929,-112.78791948835438,88,80843898.81854106,88,51.375,247.375,642,484171556.7142042,642,5938642.171344704,0.07345813670706727,0.012265574234981659,0.07345813670706727,0.012265574234981659
486,3041294,3426513,80843898.81854235,3041294,51.48051769358929,-112.78791948835438,88,80843898.81854106,88,51.625,247.375,690,481550441.34092367,690,1602298.9910933357,0.019819664990301755,0.0033273751896718846,0.019819664990301755,0.0035503515655702506
484,3041294,3426513,80843898.81854235,3041294,51.48051769358929,-112.78791948835438,88,80843898.81854106,88,51.375,247.125,641,484171556.7142416,641,52552840.82189693,0.6500532704373265,0.10854177634584523,0.6500532704373265,0.1085417763458452
934,3041310,34281,385255734.04164386,3041310,50.0324760760541,-111.6555067481112,162,385255734.0416411,162,50.125,248.375,406,497132598.0372331,406,216658350.9485677,0.5623754088632196,0.43581602132705227,0.5623754088632188,0.44983328638392434
932,3041310,34281,385255734.04164386,3041310,50.0324760760541,-111.6555067481112,162,385255734.0416411,162,49.875,248.125,357,499695571.0230504,357,675687.2557358064,0.0017538668370936524,0.0013521978078621748,0.00175386683709365,0.001352197807862175
933,3041310,34281,385255734.04164386,3041310,50.0324760760541,-111.6555067481112,162,385255734.0416411,162,50.125,248.125,405,497132598.0372331,405,56234555.303113036,0.14596682238358277,0.1131178191193596,0.14596682238358258,0.11311781911935957
931,3041310,34281,385255734.04164386,3041310,50.0324760760541,-111.6555067481112,162,385255734.0416411,162,49.875,248.375,358,499695571.02305037,358,111687140.53422508,0.2899039019161053,0.22351036713325817,0.28990390191610493,0.2253543965442978
1294,3041312,342919,129725086.6822006,3041312,49.85256669089819,-112.39023621934145,223,129725086.68219383,223,49.875,247.375,354,499695571.0230118,354,600139.5539036687,0.0046262413019150005,0.001201010352513273,0.004626241301915,0.0012010103525132729
1292,3041312,342919,129725086.6822006,3041312,49.85256669089819,-112.39023621934145,223,129725086.68219383,223,49.875,247.625,355,499695571.02305037,355,126423325.95968848,0.9745480168335201,0.25300069340389797,0.9745480168335199,0.2530006934038979
1293,3041312,342919,129725086.6822006,3041312,49.85256669089819,-112.39023621934145,223,129725086.68219383,223,49.875,247.875,356,499695571.0230118,356,2701621.168601713,0.020825741864565196,0.0054065341485232,0.020825741864565192,0.0054065341485232
468,3041376,3426511,57964919.492768794,3041376,51.43597904499164,-112.68872018573431,84,57964919.49277185,84,51.375,247.125,641,484171556.7142416,641,3648997.473553205,0.0629518250949737,0.007536579592400232,0.06295182509497368,0.00753657959240023
469,3041376,3426511,57964919.492768794,3041376,51.43597904499164,-112.68872018573431,84,57964919.49277185,84,51.375,247.375,642,484171556.7142042,642,54315922.01921865,0.9370481749050265,0.11218321536240128,0.9370481749050262,0.11218321536240128
1272,3041469,342917,418647297.0657629,3041469,49.912249701897686,-112.24623611847373,219,418647297.0657629,219,49.875,247.625,355,499695571.02305037,355,140839548.12661383,0.33641575883503233,0.28185070329574136,0.33641575883503216,0.2818507032957413
1273,3041469,342917,418647297.0657629,3041469,49.912249701897686,-112.24623611847373,219,418647297.0657629,219,49.875,247.875,356,499695571.0230118,356,223761649.54638758,0.5344872667629768,0.44779594321455973,0.5344872667629765,0.44779594321455973
1275,3041469,342917,418647297.0657629,3041469,49.912249701897686,-112.24623611847373,219,418647297.0657629,219,50.125,247.625,403,497132598.0372331,403,47594022.21387337,0.1136852490090175,0.09573707779731794,0.11368524900901744,0.09573707779731794
1274,3041469,342917,418647297.0657629,3041469,49.912249701897686,-112.24623611847373,219,418647297.0657629,219,50.125,247.875,404,497132598.0371947,404,5171770.667792058,0.012353526952258465,0.010403201657287245,0.01235352695225846,0.01040320165728724
1271,3041469,342917,418647297.0657629,3041469,49.912249701897686,-112.24623611847373,219,418647297.0657629,219,49.625,247.875,308,502248690.66655284,308,1280306.5110962382,0.0030581984407154128,0.002549148529182019,0.0030581984407154115,0.002776547099929008
1250,3041630,342915,119476640.01509273,3041630,49.90020653346746,-112.07709335822635,215,119476640.01509288,215,50.125,247.875,404,497132598.0371947,404,11075.811582233711,9.270273737890988e-05,2.2279391104031032e-05,9.27027373789099e-05,2.2279391104031022e-05
1249,3041630,342915,119476640.01509273,3041630,49.90020653346746,-112.07709335822635,215,119476640.01509288,215,49.875,247.875,356,499695571.0230118,356,119465564.20351061,0.9999072972626208,0.23907669215264873,0.9999072972626211,0.23907669215264873
1242,3041657,342913,93386136.80429156,3041657,49.82924735197051,-111.98547478769845,213,93386136.8042899,213,49.875,248.125,357,499695571.0230504,357,65211735.058840305,0.698302095904289,0.13050292786331733,0.6983020959042898,0.13050292786331735
1241,3041657,342913,93386136.80429156,3041657,49.82924735197051,-111.98547478769845,213,93386136.8042899,213,49.875,247.875,356,499695571.0230118,356,26971980.264705755,0.28882210130644076,0.05397682474849002,0.2888221013064411,0.05397682474849002
1240,3041657,342913,93386136.80429156,3041657,49.82924735197051,-111.98547478769845,213,93386136.8042899,213,49.625,247.875,308,502248690.66655284,308,1141189.9921432105,0.012220122078021192,0.002272161208879798,0.012220122078021206,0.002474850932719394
1239,3041657,342913,93386136.80429156,3041657,49.82924735197051,-111.98547478769845,213,93386136.8042899,213,49.625,248.125,309,502248690.66659164,309,61231.488600533834,0.0006556807112479357,0.00012191468039322616,0.0006556807112479365,0.00012295681038279192
1227,3041703,342911,383100373.45703644,3041703,49.936432209845975,-111.84349074962115,211,383100373.4570425,211,49.875,248.375,358,499695571.02305037,358,59219228.07086083,0.1545788836916943,0.11851061227062411,0.15457888369169479,0.11948836134486303
1231,3041703,342911,383100373.45703644,3041703,49.936432209845975,-111.84349074962115,211,383100373.4570425,211,50.125,248.125,405,497132598.0372331,405,45003165.801221095,0.11747095257339224,0.09052547746597488,0.1174709525733926,0.09052547746597486
1229,3041703,342911,383100373.45703644,3041703,49.936432209845975,-111.84349074962115,211,383100373.4570425,211,49.875,248.125,357,499695571.0230504,357,257891563.7182359,0.6731697006480564,0.5160973574175218,0.6731697006480585,0.5160973574175219
1230,3041703,342911,383100373.45703644,3041703,49.936432209845975,-111.84349074962115,211,383100373.4570425,211,50.125,247.875,404,497132598.0371947,404,2181819.830964633,0.005695164980592958,0.004388808618825258,0.005695164980592976,0.004388808618825256
1228,3041703,342911,383100373.45703644,3041703,49.936432209845975,-111.84349074962115,211,383100373.4570425,211,49.875,247.875,356,499695571.0230118,356,18804596.03575881,0.04908529810626089,0.03763210467777555,0.04908529810626104,0.03763210467777555
417,3041725,342637,70452086.37604709,3041725,51.399908513384204,-112.57837336872898,76,70452086.37604433,76,51.375,247.375,642,484171556.7142042,642,70452086.37604433,1.0,0.14551058483105123,1.0,0.14551058483105123
406,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.125,248.125,597,486783099.29954004,597,41333803.67713563,0.04575115613871632,0.08491215848827373,0.04575115613871651,0.08491215848827373
407,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.375,247.875,644,484171556.71420425,644,216541042.13880488,0.23968282974191915,0.4472403203697987,0.23968282974192015,0.489154508671922
405,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.125,247.875,596,486783099.2995025,596,259007841.55954283,0.28668806512228834,0.532080595920984,0.28668806512228956,0.5320805959209842
403,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.125,247.625,595,486783099.29954004,595,58023808.31121463,0.06422482514663383,0.11919848572127587,0.0642248251466341,0.17541364605643509
410,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.375,248.125,645,484171556.7142416,645,13412424.786276776,0.014845813499016975,0.027701802388595907,0.014845813499017037,0.02770180238859591
408,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.375,247.625,643,484171556.7142416,643,239123517.06178635,0.2646786986019507,0.4938817940577976,0.2646786986019518,0.4938817940577976
404,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.125,247.375,594,486783099.2995025,594,4094800.2018887135,0.0045324123774528975,0.008411960496946732,0.0045324123774529166,0.025002024667682754
409,3041812,342635,903448287.7724959,3041812,51.26027759043935,-112.22699832470533,74,903448287.7725016,74,51.375,247.375,642,484171556.7142042,642,71911050.03584798,0.07959619937201762,0.14852390446862926,0.07959619937201795,0.14852390446862926
389,3041952,342633,369952779.36549056,3041952,50.97587464431844,-111.94204770569476,72,369952779.36548984,72,51.125,247.875,596,486783099.2995025,596,74448638.4016785,0.2012382189136846,0.15294006408359828,0.20123821891368468,0.15294006408359834
387,3041952,342633,369952779.36549056,3041952,50.97587464431844,-111.94204770569476,72,369952779.36548984,72,50.875,247.875,548,489385021.72829884,548,19707453.555520035,0.053270186506830706,0.04026983393550078,0.05327018650683073,0.04026983393550078
388,3041952,342633,369952779.36549056,3041952,50.97587464431844,-111.94204770569476,72,369952779.36548984,72,50.875,248.125,549,489385021.72833663,549,203160100.79563946,0.5491514380405024,0.41513346705657045,0.5491514380405026,0.4151334670565709
390,3041952,342633,369952779.36549056,3041952,50.97587464431844,-111.94204770569476,72,369952779.36548984,72,51.125,248.125,597,486783099.29954004,597,72636586.61265174,0.19634015653898199,0.14921756058740054,0.19634015653898207,0.14921756058740054
357,3042123,342631,104741005.20021644,3042123,50.84243071063306,-111.71325257165454,66,104741005.20021573,66,50.875,248.125,549,489385021.72833663,549,30768525.164848693,0.29375816191599163,0.06287181625662557,0.29375816191599163,0.06287181625662563
356,3042123,342631,104741005.20021644,3042123,50.84243071063306,-111.71325257165454,66,104741005.20021573,66,50.875,248.375,550,489385021.7283366,550,73972480.03536703,0.7062418380840083,0.1511539519009432,0.7062418380840083,0.15115395190094325
305,3042338,342619,31607036.10500984,3042338,50.80463588325363,-111.63449962683342,56,31607036.10501254,56,50.875,248.375,550,489385021.7283366,550,31607036.10501254,1.0,0.06458521348566729,1.0,0.06458521348566731
292,3042412,342617,845238112.0948608,3042412,50.77989796197755,-111.36317253800391,54,845238112.0948696,54,50.625,248.625,503,491977276.8745155,503,144659268.3849095,0.1711461732675312,0.294036483359386,0.17114617326753148,0.7804319777843787
293,3042412,342617,845238112.0948608,3042412,50.77989796197755,-111.36317253800391,54,845238112.0948696,54,50.875,248.375,550,489385021.7283366,550,54201880.65217595,0.06412616738002974,0.11075508698806082,0.06412616738002984,0.11075508698806086
294,3042412,342617,845238112.0948608,3042412,50.77989796197755,-111.36317253800391,54,845238112.0948696,54,50.875,248.875,552,489385021.7283366,552,244911325.36162308,0.2897542383111733,0.5004471213619943,0.28975423831117375,0.5800783799269914
290,3042412,342617,845238112.0948608,3042412,50.77989796197755,-111.36317253800391,54,845238112.0948696,54,50.625,248.375,502,491977276.8745534,502,174603623.7513581,0.20657329721989698,0.3549018053447199,0.2065732972198973,0.35952308299118346
295,3042412,342617,845238112.0948608,3042412,50.77989796197755,-111.36317253800391,54,845238112.0948696,54,50.875,248.625,551,489385021.7282988,551,218104921.7650703,0.25803962060408153,0.44567142859178016,0.2580396206040819,0.4456714285917798
291,3042412,342617,845238112.0948608,3042412,50.77989796197755,-111.36317253800391,54,845238112.0948696,54,50.625,248.875,504,491977276.8745534,504,8757092.179731417,0.010360503217285735,0.017799789932095463,0.01036050321728575,1.0
271,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,50.625,249.125,505,491977276.87451535,505,4367810.966088752,0.0044758758237370185,0.008878074600999944,0.004475875823737024,1.0
