,S_1_ID,S_1_area_cor,S_1_area_org,S_1_lake,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
758,3023005,949229123.0164709,949229123.0164651,0,132,49.07536348981573,-113.90968038413939,132,949229123.0164709,132,48.875,245.875,156,509848471.7490951,156,40257284.714170024,0.042410503152537055,0.07895931231501524,0.04241050315253709,1.0
760,3023005,949229123.0164709,949229123.0164651,0,132,49.07536348981573,-113.90968038413939,132,949229123.0164709,132,49.125,246.375,206,507325186.5628557,206,53388402.398902,0.05624395744332384,0.10523507173103334,0.05624395744332388,0.10523507173103318
770,3023105,959154413.3316844,959154413.331682,0,133,51.14243588951873,-111.16607714400668,133,959154413.3316844,133,51.375,248.875,648,484171556.7142416,648,146480483.80029634,0.15271835458848276,0.3025383911321937,0.15271835458848246,0.8779994459480125
764,3023105,959154413.3316844,959154413.331682,0,133,51.14243588951873,-111.16607714400668,133,959154413.3316844,133,50.875,248.625,551,489385021.7282988,551,5201827.572617681,0.005423347377977232,0.01062931504165585,0.005423347377977222,0.01062931504165584
766,3023105,959154413.3316844,959154413.331682,0,133,51.14243588951873,-111.16607714400668,133,959154413.3316844,133,51.125,248.875,600,486783099.29954004,600,446984629.46850073,0.4660194680394275,0.9182418824969322,0.46601946803942657,0.9999514717926525
765,3023105,959154413.3316844,959154413.331682,0,133,51.14243588951873,-111.16607714400668,133,959154413.3316844,133,51.125,249.125,601,486783099.2995025,601,45367032.449330665,0.047298987335881996,0.09319763261012014,0.0472989873358819,0.4495905115528277
763,3023105,959154413.3316844,959154413.331682,0,133,51.14243588951873,-111.16607714400668,133,959154413.3316844,133,50.875,248.875,552,489385021.7283366,552,122727300.15155974,0.1279536417137034,0.25077861949703706,0.12795364171370316,0.290682569863247
769,3023105,959154413.3316844,959154413.331682,0,133,51.14243588951873,-111.16607714400668,133,959154413.3316844,133,51.375,248.625,647,484171556.7142042,647,53435852.3845941,0.05571141793424193,0.11036553395914603,0.05571141793424182,0.11036553395914603
767,3023105,959154413.3316844,959154413.331682,0,133,51.14243588951873,-111.16607714400668,133,959154413.3316844,133,51.125,248.625,599,486783099.2995025,599,138957287.5047871,0.1448747830102872,0.2854603779481074,0.14487478301028692,0.2854603779481074
778,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,51.125,244.875,584,486783099.29954004,584,68004716.85926658,0.07110653974562141,0.13970229647890908,0.0711065397456213,0.1397022964789091
775,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,50.875,244.625,535,489385021.72829884,535,70358888.44153109,0.07356808951618699,0.1437700079030894,0.07356808951618687,0.14540577280748268
773,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,50.625,244.625,487,491977276.87451535,487,64632727.51647794,0.06758074763445053,0.13137339985920385,0.06758074763445042,0.7705397863717085
777,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,51.125,245.125,585,486783099.2995025,585,13864075.71669181,0.01449644225451868,0.028481012871323368,0.014496442254518658,0.028481012871323375
774,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,50.875,245.125,537,489385021.72829884,537,4812559.166027364,0.005032069030233002,0.009833891419544188,0.005032069030232994,0.009833891419544194
771,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,50.625,244.875,488,491977276.8745534,488,311610720.97334,0.3258238713339084,0.6333843769227494,0.3258238713339079,0.8712153720317025
772,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,50.625,245.125,489,491977276.87451535,489,3521651.8205778417,0.003682280975720821,0.007158159504744933,0.0036822809757208154,0.007307401074539502
776,3023172,956377811.41578,956377811.4157836,0,134,50.799745560987056,-115.1485015878333,134,956377811.41578,134,50.875,244.875,536,489385021.7283366,536,419572470.9218688,0.4387099595093617,0.8573463679785003,0.43870995950936104,0.8573463679785001
781,3023314,95898880.51203232,95898880.51203309,0,135,51.100049211835604,-114.04386657540994,135,95898880.51203232,135,51.125,246.125,589,486783099.29954004,589,23237242.036646612,0.24230983628355351,0.04773633692312655,0.2423098362835533,0.047736336923126566
780,3023314,95898880.51203232,95898880.51203309,0,135,51.100049211835604,-114.04386657540994,135,95898880.51203232,135,51.125,245.875,588,486783099.2995025,588,72661638.47538579,0.7576901637164474,0.14926902470514766,0.7576901637164467,0.1492690247051476
789,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.375,244.125,629,484171556.7142416,629,40820214.08266574,0.04099924281183196,0.08430940131982569,0.04099924281183203,0.08430940131982564
786,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.875,244.375,726,478919800.7914906,726,131012766.2492522,0.13158736022366535,0.2735588840401523,0.13158736022366557,0.9724510931559585
783,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.625,244.625,679,481550441.34092367,679,103622562.90136671,0.1040770293015578,0.21518527241470214,0.10407702930155796,0.21518527241470223
787,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.875,244.625,727,478919800.7914536,727,19386233.731307548,0.019471257606518164,0.04047908167352912,0.019471257606518196,0.07321763110374284
784,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.875,244.125,725,478919800.79149055,725,27416271.902258284,0.02753651380758482,0.057246060524013764,0.027536513807584866,1.0
793,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.625,244.375,678,481550441.34096086,678,166699679.93792635,0.16743078908378398,0.34617283180910835,0.16743078908378425,0.3461728318091084
785,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.875,243.875,724,478919800.7914536,724,485537.1423123856,0.00048766660438172093,0.0010138172226539731,0.00048766660438172174,1.0
788,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.375,243.875,628,484171556.7142042,628,16095.582341258469,1.616617412321018e-05,3.3243552038640996e-05,1.616617412321021e-05,3.6135184762025367e-05
782,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.625,244.125,677,481550441.34096086,677,395760134.7087318,0.39749585402240495,0.8218456484157068,0.3974958540224056,0.8261025301383536
792,3023606,995633364.9870589,995633364.9870648,0,136,51.67143746633232,-115.76807296396366,136,995633364.9870589,136,51.625,243.875,676,481550441.34092367,676,110413868.74889487,0.11089812036414631,0.22928827235925026,0.1108981203641465,0.29223060562749026
797,3023867,388148810.4229336,388148810.4229355,0,137,51.648004064492596,-114.37303330805413,137,388148810.4229336,137,51.875,245.625,731,478919800.79149055,731,35325282.64126619,0.09100963777983799,0.07376033019074506,0.09100963777983795,0.07376033019074509
799,3023867,388148810.4229336,388148810.4229355,0,137,51.648004064492596,-114.37303330805413,137,388148810.4229336,137,51.625,245.625,683,481550441.34096086,683,336351468.8091724,0.8665528781156847,0.6984760887614251,0.8665528781156844,0.6984760887614248
798,3023867,388148810.4229336,388148810.4229355,0,137,51.648004064492596,-114.37303330805413,137,388148810.4229336,137,51.625,245.875,684,481550441.34092367,684,16193256.459416158,0.04171919641276682,0.033627331779251354,0.0417191964127668,0.033627331779251375
794,3023867,388148810.4229336,388148810.4229355,0,137,51.648004064492596,-114.37303330805413,137,388148810.4229336,137,51.625,245.375,682,481550441.34096086,682,278802.51307904633,0.000718287691710966,0.000578968450953284,0.0007182876917109657,0.0005789684509532842
807,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.125,247.625,403,497132598.0372331,403,159763991.0879952,0.155635713185646,0.32137098174364653,0.1556357131856459,0.32137098174364653
808,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.125,247.375,402,497132598.0371947,402,167470481.7203812,0.16314306923979768,0.3368728632594142,0.16314306923979757,0.3368728632594142
805,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.625,247.375,498,491977276.8745155,498,76491572.65071422,0.07451504172569522,0.15547785689749302,0.07451504172569516,0.15547785689749308
802,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.375,247.125,449,494559817.8566889,449,18465175.205503616,0.017988037808992902,0.037336586068653,0.017988037808992892,0.0373365860686318
804,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.625,247.625,499,491977276.8745534,499,312385.56643268786,0.00030431356959451046,0.0006349593388077177,0.00030431356959451024,0.0006349593388077176
800,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.375,247.625,451,494559817.8566889,451,126063265.24605738,0.12280580911549135,0.2548999346376081,0.12280580911549127,0.25489993463760824
801,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.375,247.375,450,494559817.8566507,450,473488751.9925504,0.46125387266492307,0.9573943027651959,0.46125387266492274,0.9573943027651961
806,3023880,1026525260.930471,1026525260.9304712,0,138,50.32091984560463,-112.56914163724896,138,1026525260.930471,138,50.125,247.125,401,497132598.0372331,401,4469637.460836855,0.00435414268985982,0.008990835600971992,0.004354142689859818,0.008990835600971993
817,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.125,245.875,396,497132598.0371947,396,2270035.2795044794,0.002192425255827347,0.004566257148429117,0.00219242525582735,0.004566257148429117
815,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.125,246.375,398,497132598.0372331,398,28876247.180498585,0.02788899986869715,0.05808560391031907,0.027888999868697188,0.05808560391031911
810,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.375,246.375,446,494559817.8566889,446,183243333.4617652,0.17697844428711387,0.370518038153404,0.1769784442871141,0.37051803815340406
819,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.375,246.625,447,494559817.8566507,447,4340330.794745148,0.004191939631494026,0.008776149290808747,0.004191939631494031,0.008776149290808749
818,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.125,246.625,399,497132598.0371947,399,11744397.015504286,0.011342868925312713,0.023624274613803512,0.011342868925312728,0.023624274613803495
809,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.375,246.125,445,494559817.8566889,445,471509954.97726727,0.4553895452637331,0.95339317500699,0.4553895452637337,0.9533931750069902
813,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.625,245.875,492,491977276.87451535,492,493224.1611598422,0.0004763613664837591,0.0010025344347065136,0.00047636136648375975,0.001002534434706514
814,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.625,246.125,493,491977276.8745534,493,23961612.939941753,0.023142391598140803,0.048704714762774694,0.023142391598140834,0.0487047147627747
816,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.125,246.125,397,497132598.0372331,397,4512459.317832731,0.0043581832686184025,0.009076973297765452,0.004358183268618409,0.009076973297765448
820,3023983,1035399165.1349796,1035399165.134981,0,139,50.35769124452295,-113.88958182466881,139,1035399165.1349796,139,50.375,245.875,444,494559817.85665065,444,304447570.006759,0.2940388405345775,0.615593016283025,0.2940388405345779,0.6155930162830245
825,3023996,1028227158.1958524,1031029446.6989684,0,140,49.642880341080506,-114.38076349769263,140,1028227158.1958524,140,49.625,245.375,298,502248690.66659164,298,272445966.72943956,0.2649667095036457,0.5424523185273921,0.264966709503646,0.8337462355272285
827,3023996,1028227158.1958524,1031029446.6989684,0,140,49.642880341080506,-114.38076349769263,140,1028227158.1958524,140,49.625,245.125,297,502248690.66655284,297,5582.102755202784,5.428861424937707e-06,1.1114220622047951e-05,5.428861424937712e-06,1.0
832,3023996,1028227158.1958524,1031029446.6989684,0,140,49.642880341080506,-114.38076349769263,140,1028227158.1958524,140,49.875,245.875,348,499695571.0230118,348,18024228.76497321,0.01752942296972478,0.036070419291635396,0.017529422969724796,0.036070419291635396
826,3023996,1028227158.1958524,1031029446.6989684,0,140,49.642880341080506,-114.38076349769263,140,1028227158.1958524,140,49.625,245.625,299,502248690.66659164,299,441276220.8989181,0.4291621918187709,0.8786010378907111,0.42916219181877135,0.8786010378907114
830,3023996,1028227158.1958524,1031029446.6989684,0,140,49.642880341080506,-114.38076349769263,140,1028227158.1958524,140,49.875,245.625,347,499695571.0230504,347,53237736.29889893,0.05177624017664628,0.10654034053154161,0.05177624017664633,0.10654034053154166
821,3023996,1028227158.1958524,1031029446.6989684,0,140,49.642880341080506,-114.38076349769263,140,1028227158.1958524,140,49.375,245.625,251,504791911.0653109,251,374854.17138219305,0.0003645635776046993,0.000742591478122346,0.0003645635776046997,0.000795786747934637
828,3023996,1028227158.1958524,1031029446.6989684,0,140,49.642880341080506,-114.38076349769263,140,1028227158.1958524,140,49.625,245.875,300,502248690.66655284,300,242862569.22948414,0.23619544309218168,0.48355042779140395,0.23619544309218193,0.48355042795520553
838,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,52.125,246.875,784,476279682.92013264,784,13711854.3088493,0.013167704855105005,0.028789500792433847,0.013167704855105041,0.028789500792433854
841,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,51.875,246.625,735,478919800.7914536,735,235208244.02320406,0.22587409893833535,0.4911224042825197,0.225874098938336,0.49112240428251946
843,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,52.125,246.375,782,476279682.92013264,782,70006839.81843124,0.06722864638175079,0.1469868279688317,0.06722864638175097,0.14698682796883167
840,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,52.125,246.625,783,476279682.9200958,783,226681132.79181322,0.2176853827054666,0.47594121882759993,0.21768538270546722,0.4759412188275997
834,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,51.625,246.875,688,481550441.34096086,688,227848533.2699573,0.21880645536257537,0.4731561093277653,0.21880645536257598,0.4731561093277653
833,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,51.625,246.625,687,481550441.34092367,687,2129808.8863051636,0.0020452882725385227,0.004422815770606513,0.0020452882725385283,0.0044228157706065144
835,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,51.625,247.125,689,481550441.34096086,689,14329229.553298686,0.013760579809917739,0.029756445686969897,0.013760579809917777,0.0324828708208242
836,3024104,1041324548.1829989,1041324548.1830049,0,141,51.88999941678633,-113.26446991287767,141,1041324548.1829989,141,51.875,246.875,736,478919800.79149055,736,251408905.53113714,0.24143184367430795,0.5249499083471685,0.24143184367430862,0.5249499083471685
845,3024181,1047888869.757948,1047888869.7579347,0,142,52.606864879122696,-114.55003462993089,142,1047888869.757948,142,52.875,245.375,922,468302947.5389482,922,147687298.33370012,0.14093793969566107,0.3153670057167794,0.14093793969566146,0.6737860086472205
853,3024181,1047888869.757948,1047888869.7579347,0,142,52.606864879122696,-114.55003462993089,142,1047888869.757948,142,52.625,245.625,875,470971207.8361844,875,184378434.1150905,0.17595227837249583,0.3914855750146449,0.1759522783724963,0.39148557501464504
852,3024181,1047888869.757948,1047888869.7579347,0,142,52.606864879122696,-114.55003462993089,142,1047888869.757948,142,52.625,245.375,874,470971207.8361843,874,445933808.3087559,0.4255544850016034,0.9468387894825684,0.42555448500160453,0.9482070322383892
846,3024181,1047888869.757948,1047888869.7579347,0,142,52.606864879122696,-114.55003462993089,142,1047888869.757948,142,52.875,245.125,921,468302947.538912,921,12837246.821091529,0.012250580373142817,0.027412269960194652,0.01225058037314285,1.0
848,3024181,1047888869.757948,1047888869.7579347,0,142,52.606864879122696,-114.55003462993089,142,1047888869.757948,142,52.375,245.625,827,473630135.82255274,827,190318725.25494105,0.1816210962321823,0.4018298475125845,0.18162109623218278,0.40182984751258455
851,3024181,1047888869.757948,1047888869.7579347,0,142,52.606864879122696,-114.55003462993089,142,1047888869.757948,142,52.625,245.125,873,470971207.8361479,873,26407919.2504311,0.025201068560381856,0.056071196733577154,0.02520106856038192,0.2230470045556594
850,3024181,1047888869.757948,1047888869.7579347,0,142,52.606864879122696,-114.55003462993089,142,1047888869.757948,142,52.375,245.375,826,473630135.82255274,826,40325437.67393502,0.03848255176452995,0.0851411990579989,0.038482551764530054,0.0851411990579989
861,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.875,248.125,741,478919800.79149055,741,192289203.01117492,0.17493479054848451,0.4015060615438883,0.1749347905484843,1.0
860,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.875,248.375,742,478919800.7914906,742,228382058.89509815,0.20777020764667603,0.47686910943682165,0.20777020764667575,1.0
854,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.375,248.625,647,484171556.7142042,647,12284754.618079554,0.011176035588063588,0.025372730900280815,0.011176035588063573,0.025372730900280815
858,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.625,248.125,693,481550441.34096086,693,128702824.23530841,0.11708718559353358,0.2672675865002076,0.11708718559353343,0.2963229341779808
857,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.625,248.375,694,481550441.34096086,694,462642002.2878214,0.4208878111812037,0.9607342503923667,0.42088781118120316,0.9815308184097199
859,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.625,248.625,695,481550441.34092367,695,5707676.237752203,0.005192549199508188,0.011852706897866458,0.005192549199508181,0.022168460729809426
856,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.375,248.125,645,484171556.7142416,645,327375.08179901855,0.0002978289496679441,0.000676155129848397,0.0002978289496679437,0.0006761551298483971
855,3024728,1099205037.535861,1099205037.535861,0,143,51.69809785548106,-111.68399488575855,143,1099205037.535861,143,51.375,248.375,646,484171556.7142416,646,68869143.16882873,0.06265359129286369,0.14224119986766456,0.0626535912928636,0.14224119986766454
865,3024738,423810793.1451874,423810793.14518774,0,144,52.613590521463564,-114.25271118175391,144,423810793.1451874,144,52.625,245.875,876,470971207.8361479,876,187688595.41908452,0.4428594043729012,0.39851394797870926,0.44285940437290083,0.44302485201571096
863,3024738,423810793.1451874,423810793.14518774,0,144,52.613590521463564,-114.25271118175391,144,423810793.1451874,144,52.375,245.875,828,473630135.82251614,828,25410402.079466954,0.05995694892735297,0.05365030676381838,0.05995694892735291,0.05365030676381838
866,3024738,423810793.1451874,423810793.14518774,0,144,52.613590521463564,-114.25271118175391,144,423810793.1451874,144,52.625,245.625,875,470971207.8361844,875,210711795.6466363,0.4971836466997468,0.44739846542790607,0.49718364669974635,0.4473984654279062
874,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,52.125,246.625,783,476279682.9200958,783,4758747.612047894,0.004310577680762878,0.009991498236649025,0.0043105776807628865,0.00999149823664902
877,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,52.125,246.375,782,476279682.92013264,782,206942503.40866908,0.18745304628810114,0.43449786087846054,0.1874530462881015,0.43449786087846043
867,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,51.625,246.625,687,481550441.34092367,687,267498995.4298274,0.242306441385339,0.5554952762268281,0.24230644138533947,0.5554952762268284
875,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,51.875,246.625,735,478919800.7914536,735,243711556.76824972,0.22075925911462674,0.5088775957174807,0.22075925911462718,0.5088775957174805
869,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,51.625,247.125,689,481550441.34096086,689,1044807.4055459476,0.0009464094022637153,0.0021696738614474112,0.0009464094022637172,0.0023684695580284466
878,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,51.625,246.375,686,481550441.34096086,686,13629993.676703254,0.012346346417487813,0.02830439452770133,0.012346346417487837,0.02830439452770133
876,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,51.875,246.375,734,478919800.7914906,734,210918237.69040465,0.19105435336648138,0.44040408715995655,0.19105435336648177,0.44040408715995677
868,3024750,1103969807.4077394,1103969807.4077373,0,145,51.819509784402186,-113.4345179243141,145,1103969807.4077394,145,51.625,246.875,688,481550441.34096086,688,155464965.41628942,0.14082356634493548,0.32284253542239566,0.14082356634493576,0.32284253542239566
882,3024800,191606002.24732277,191606002.24731505,0,146,49.75705530306366,-112.33838579947134,146,191606002.24732277,146,49.875,247.875,356,499695571.0230118,356,5902100.524335254,0.03080331751150933,0.011811392508947118,0.03080331751150931,0.011811392508947118
880,3024800,191606002.24732277,191606002.24731505,0,146,49.75705530306366,-112.33838579947134,146,191606002.24732277,146,49.625,247.875,308,502248690.66655284,308,5140176.264518088,0.026826801896754824,0.0102343248674205,0.026826801896754807,0.011147284948314086
879,3024800,191606002.24732277,191606002.24731505,0,146,49.75705530306366,-112.33838579947134,146,191606002.24732277,146,49.625,247.625,307,502248690.66659164,307,76035796.33096983,0.39683410456434304,0.1513907308151546,0.39683410456434276,0.18829940388055424
881,3024800,191606002.24732277,191606002.24731505,0,146,49.75705530306366,-112.33838579947134,146,191606002.24732277,146,49.875,247.625,355,499695571.02305037,355,104527929.12749971,0.5455357760273934,0.20918322112300244,0.5455357760273931,0.2091832211230024
889,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.375,253.625,667,484171556.7142416,667,438863780.8131919,0.3745734423266869,0.9064220620299874,0.3745734423266869,1.0
891,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.625,253.625,715,481550441.34096086,715,118303898.71932605,0.10097324163287082,0.24567291100364957,0.10097324163287082,0.2456729110036494
890,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.625,253.375,714,481550441.34092367,714,39361069.440066166,0.03359496025510739,0.08173820655311097,0.03359496025510739,0.08173820655311095
888,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.375,253.375,666,484171556.7142042,666,180754171.39169678,0.15427500548721662,0.3733267039029969,0.15427500548721662,0.45171327305842957
885,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.625,253.875,716,481550441.34096086,716,24770692.65048537,0.021141967099030573,0.05143945581589973,0.021141967099030573,0.09534981744507698
886,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.125,253.625,619,486783099.29954004,619,16172811.727719111,0.013803612933671978,0.0332238562739567,0.013803612933671978,0.16231706243880636
883,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.125,253.875,620,486783099.29954004,620,118215999.2964691,0.10089821883345673,0.24285148655854497,0.10089821883345673,1.0
884,3025287,1171636136.5268223,1171636136.5268252,0,147,51.390033236189794,-106.34150728304158,147,1171636136.5268223,147,51.375,253.875,668,484171556.7142416,668,235193712.48786774,0.20073955143195896,0.4857652400813772,0.20073955143195896,1.0
900,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,51.125,247.875,596,486783099.2995025,596,6610662.722745204,0.005594016158127015,0.013580304518086544,0.005594016158127007,0.013580304518086549
895,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,50.875,247.375,546,489385021.7282988,546,212000926.04810336,0.17939753631213812,0.43319864040670203,0.17939753631213787,0.43427669055519497
897,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,50.875,247.625,547,489385021.7283366,547,413038084.1397921,0.3495174105086284,0.843994126916852,0.34951741050862795,0.843994126916852
892,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,50.625,247.625,499,491977276.8745534,499,59845258.513896696,0.05064172189002626,0.12164232237326748,0.05064172189002619,0.12164232237326746
899,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,51.125,247.375,594,486783099.2995025,594,82824196.06520098,0.07008675385577859,0.17014599764122426,0.07008675385577849,0.5057078467828567
894,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,50.625,247.375,498,491977276.8745155,498,3855838.7613669126,0.0032628535502204183,0.007837432626690987,0.003262853550220414,0.00783743262669099
893,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,50.625,247.875,500,491977276.87451535,500,25251167.666717738,0.021367818305595605,0.05132588201458407,0.021367818305595577,0.05132588201458406
896,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,50.875,247.875,548,489385021.72829884,548,137428456.73789313,0.1162934852103579,0.28081868188886233,0.11629348521035775,0.28081868188886233
898,3025433,1181738224.5385902,1181738224.5385902,0,148,50.91287787780041,-112.3992531563174,148,1181738224.5385902,148,51.125,247.625,595,486783099.29954004,595,240883633.8828755,0.2038384042091289,0.4948479810196712,0.20383840420912863,0.7282230816027265
905,3025508,1193068734.147832,1193068734.147832,0,149,50.99896837736342,-112.91496504011127,149,1193068734.147832,149,51.125,247.125,593,486783099.29954004,593,299481047.22933596,0.2510174298073824,0.6152248253077732,0.25101742980738306,0.6350652006876297
908,3025508,1193068734.147832,1193068734.147832,0,149,50.99896837736342,-112.91496504011127,149,1193068734.147832,149,51.125,246.625,591,486783099.29950243,591,26509234.1016788,0.0222193687110688,0.054458000164398675,0.02221936871106886,0.05445800016439872
