,S_1_ID,S_1_area_cor,S_1_area_org,S_1_lake,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
544,3018261,654987544.940512,654987544.9405097,0,104,51.56207222877143,-115.60686862458475,104,654987544.940512,104,51.375,244.625,631,484171556.71420425,631,2604026.323845626,0.003975688307297709,0.005378313301833889,0.003975688307297711,0.005378313302377735
541,3018261,654987544.940512,654987544.9405097,0,104,51.56207222877143,-115.60686862458475,104,654987544.940512,104,51.625,244.625,679,481550441.34092367,679,142339000.83566678,0.21731558399113446,0.2955848206458083,0.21731558399113457,0.29558482064580843
540,3018261,654987544.940512,654987544.9405097,0,104,51.56207222877143,-115.60686862458475,104,654987544.940512,104,51.625,244.125,677,481550441.34096086,677,83308891.55662888,0.12719156600786244,0.17300138138102583,0.12719156600786252,0.17389746986164648
542,3018261,654987544.940512,654987544.9405097,0,104,51.56207222877143,-115.60686862458475,104,654987544.940512,104,51.375,244.125,629,484171556.7142416,629,33292073.52748718,0.05082855969499523,0.06876090316708998,0.05082855969499526,0.06876090316708995
549,3018416,664457910.4720439,664457910.4720428,0,105,52.365244578791234,-106.66815673669132,105,664457910.4720439,105,52.375,253.375,858,473630135.8225162,858,364408962.68619233,0.548430467818961,0.769395642558411,0.5484304678189604,0.7713619184366457
546,3018416,664457910.4720439,664457910.4720428,0,105,52.365244578791234,-106.66815673669132,105,664457910.4720439,105,52.125,253.125,809,476279682.92013264,809,35465156.06749588,0.053374571223481625,0.07446287830304749,0.05337457122348156,0.088889409768071
548,3018416,664457910.4720439,664457910.4720428,0,105,52.365244578791234,-106.66815673669132,105,664457910.4720439,105,52.375,253.125,857,473630135.82255274,857,44982662.02209244,0.06769828654780538,0.09497423964370662,0.06769828654780531,0.32256076334118944
547,3018416,664457910.4720439,664457910.4720428,0,105,52.365244578791234,-106.66815673669132,105,664457910.4720439,105,52.125,253.375,810,476279682.9200958,810,107123182.79828171,0.1612189141102697,0.2249165493298052,0.16121891411026953,0.22491654932980534
551,3018416,664457910.4720439,664457910.4720428,0,105,52.365244578791234,-106.66815673669132,105,664457910.4720439,105,52.625,253.375,906,470971207.83614796,906,112477946.89798222,0.16927776029948338,0.23882128042339604,0.1692777602994832,0.9925910415410809
557,3018561,664330692.5916113,664330692.591617,0,106,51.832013359342376,-106.35132027464103,106,664330692.5916113,106,51.625,253.625,715,481550441.34096086,715,115695286.19557093,0.1741531551767293,0.24025579931646893,0.17415315517672952,0.24025579931646876
552,3018561,664330692.5916113,664330692.591617,0,106,51.832013359342376,-106.35132027464103,106,664330692.5916113,106,51.625,253.875,716,481550441.34096086,716,21235229.67998026,0.03196484810469888,0.04409762271393018,0.03196484810469892,0.08174076122779407
555,3018561,664330692.5916113,664330692.591617,0,106,51.832013359342376,-106.35132027464103,106,664330692.5916113,106,51.875,253.375,762,478919800.7914536,762,38705270.04540296,0.058262053036282825,0.08081785297128952,0.058262053036282895,0.0808178529712895
553,3018561,664330692.5916113,664330692.591617,0,106,51.832013359342376,-106.35132027464103,106,664330692.5916113,106,51.875,253.875,764,478919800.7914906,764,99690416.13586442,0.1500614336317407,0.208156806152325,0.1500614336317409,1.0
554,3018561,664330692.5916113,664330692.591617,0,106,51.832013359342376,-106.35132027464103,106,664330692.5916113,106,51.875,253.625,763,478919800.79149055,763,389004490.5347919,0.585558510050547,0.8122539303906428,0.5855585100505477,0.9139413207156419
565,3018570,667505059.0016874,667505059.0016879,0,107,50.65796909652659,-111.84845991714917,107,667505059.0016874,107,50.875,248.375,550,489385021.7283366,550,47745357.47987688,0.0715280833246182,0.09756195093845944,0.0715280833246182,0.09756195093845949
560,3018570,667505059.0016874,667505059.0016879,0,107,50.65796909652659,-111.84845991714917,107,667505059.0016874,107,50.375,248.125,453,494559817.85668886,453,274044.00471663027,0.0004105497044868652,0.0005541170042974284,0.0004105497044868652,0.0005784353190570049
566,3018570,667505059.0016874,667505059.0016879,0,107,50.65796909652659,-111.84845991714917,107,667505059.0016874,107,50.875,248.125,549,489385021.72833663,549,43329284.12007999,0.06491229322648542,0.08853823103750932,0.06491229322648542,0.08853823103750932
562,3018570,667505059.0016874,667505059.0016879,0,107,50.65796909652659,-111.84845991714917,107,667505059.0016874,107,50.625,247.875,500,491977276.87451535,500,51351881.01012126,0.07693107388118155,0.10437856263678448,0.07693107388118155,0.10437856263678445
561,3018570,667505059.0016874,667505059.0016879,0,107,50.65796909652659,-111.84845991714917,107,667505059.0016874,107,50.625,248.125,501,491977276.8745534,501,430125644.7453542,0.6443781046223753,0.8742794941218994,0.6443781046223753,0.8742794941218986
563,3018570,667505059.0016874,667505059.0016879,0,107,50.65796909652659,-111.84845991714917,107,667505059.0016874,107,50.625,248.375,502,491977276.8745534,502,94678847.64153852,0.14183989524085266,0.19244557033816048,0.14183989524085266,0.19495145900643832
569,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,49.875,247.125,353,499695571.02305037,353,2619976.911967841,0.003896011960900453,0.005243146155175717,0.003896011960900447,0.005243146155175717
574,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,50.125,246.625,399,497132598.0371947,399,84055265.61797006,0.12499359010698627,0.1690801728750871,0.12499359010698607,0.16908017287508698
567,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,49.875,246.625,351,499695571.0230118,351,163696308.0607108,0.24342305126679784,0.32759207316082517,0.24342305126679745,0.32759207316082517
571,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,50.125,246.875,400,497132598.0372331,400,196839263.283518,0.29270797029711865,0.3959492176949852,0.2927079702971182,0.3959492176949855
570,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,50.125,247.125,401,497132598.0372331,401,44432047.06692772,0.06607225660245326,0.08937665170691533,0.06607225660245317,0.08937665170691535
572,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,49.875,246.375,350,499695571.02305037,350,1600676.1888609931,0.0023802704324775853,0.003203302734070372,0.0023802704324775814,0.003203302734070373
568,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,49.875,246.875,352,499695571.0230504,352,163913920.86950257,0.2437466503420512,0.32802756393040233,0.2437466503420508,0.3280275639304024
573,3018620,672476608.9687023,672476608.9687088,0,108,50.00134977298699,-113.21034444640094,108,672476608.9687023,108,50.125,246.375,398,497132598.0372331,398,15319150.9692454,0.022780198991216315,0.030815020036360725,0.02278019899121628,0.030815020036360746
578,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,51.875,244.875,728,478919800.7914906,728,73899848.91942409,0.10766687505969647,0.1543052694778811,0.1076668750596965,0.1792139272303618
576,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,51.875,245.125,729,478919800.7914536,729,26918351.43213508,0.039218142159082446,0.05620638651325406,0.03921814215908246,0.05620638651325409
575,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,51.875,245.375,730,478919800.79149055,730,11633966.72595767,0.016949870131644,0.024292097981187463,0.016949870131644007,0.024292097981187463
577,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,51.875,245.625,731,478919800.79149055,731,4994236.873010925,0.0072762513765256415,0.01042812776744073,0.007276251376525644,0.010428127767440733
581,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,52.125,245.125,777,476279682.9200959,777,138799240.05636445,0.20222071703859,0.29142381049172406,0.20222071703859004,0.8938421549112487
579,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,52.125,244.875,776,476279682.92013264,776,17215400.23804809,0.0250816256546555,0.036145569201059,0.025081625654655507,1.0
582,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,52.125,245.625,779,476279682.92013264,779,77924715.26345561,0.11353082184891539,0.16361125208131713,0.11353082184891543,0.16361125208131702
580,3018830,686374977.247644,686374977.247644,0,109,52.057686737007565,-114.72524472621261,109,686374977.247644,109,52.125,245.375,778,476279682.92013264,778,334989217.7392477,0.48805569673089005,0.7033455966153862,0.4880556967308902,0.7050277605195083
583,3019668,101872520.56511709,102942913.35316697,0,110,51.265064417303236,-114.80676887784082,110,101872520.56511709,110,51.125,245.375,586,486783099.29954004,586,9014826.211826107,0.08849124535074024,0.018519184878846563,0.08849124535074035,0.018519184882163885
586,3019668,101872520.56511709,102942913.35316697,0,110,51.265064417303236,-114.80676887784082,110,101872520.56511709,110,51.375,245.125,633,484171556.71420425,633,55581372.66820524,0.5455973049442467,0.11479685639818303,0.5455973049442474,0.11479685639818306
585,3019668,101872520.56511709,102942913.35316697,0,110,51.265064417303236,-114.80676887784082,110,101872520.56511709,110,51.375,245.375,634,484171556.7142416,634,1235191.8888437022,0.01212487805339189,0.002551145088377658,0.012124878053391906,0.0025511450883776566
584,3019668,101872520.56511709,102942913.35316697,0,110,51.265064417303236,-114.80676887784082,110,101872520.56511709,110,51.125,245.125,585,486783099.2995025,585,36041129.79624192,0.35378657165161986,0.07403940245276866,0.3537865716516203,0.07403940245276867
593,3019794,730721402.1922385,730721402.1922402,0,111,49.56472020972056,-110.80669368076201,111,730721402.1922385,111,49.625,249.125,313,502248690.66655284,313,265519391.48650494,0.36336610736994945,0.528661191996587,0.3633661073699485,0.5459717773192714
587,3019794,730721402.1922385,730721402.1922402,0,111,49.56472020972056,-110.80669368076201,111,730721402.1922385,111,49.375,248.875,264,504791911.0653109,264,61351719.29720976,0.08396047948390231,0.12153863394469482,0.08396047948390209,0.6558898312328737
588,3019794,730721402.1922385,730721402.1922402,0,111,49.56472020972056,-110.80669368076201,111,730721402.1922385,111,49.375,249.125,265,504791911.0652719,265,32745124.89093545,0.04481205120405225,0.06486856103108465,0.044812051204052135,1.0
591,3019794,730721402.1922385,730721402.1922402,0,111,49.56472020972056,-110.80669368076201,111,730721402.1922385,111,49.625,249.625,315,502248690.66659164,315,27425942.956526097,0.03753269423099622,0.05460630055625629,0.03753269423099612,0.09322356265268104
592,3019794,730721402.1922385,730721402.1922402,0,111,49.56472020972056,-110.80669368076201,111,730721402.1922385,111,49.625,249.375,314,502248690.66659164,314,268037152.53449738,0.366811690105639,0.533674168824123,0.366811690105638,0.5920938880345554
594,3019794,730721402.1922385,730721402.1922402,0,111,49.56472020972056,-110.80669368076201,111,730721402.1922385,111,49.625,248.875,312,502248690.66659164,312,75642071.02656674,0.10351697760546337,0.15060680581600622,0.10351697760546309,0.15060680581600608
603,3020027,745615035.3483173,745615035.3483176,0,112,49.11312875892304,-113.65642299094772,112,745615035.3483173,112,49.125,246.375,206,507325186.5628557,206,298556474.8685924,0.4004163820665452,0.5884913321400855,0.4004163820665443,0.5884913321400846
600,3020027,745615035.3483173,745615035.3483176,0,112,49.11312875892304,-113.65642299094772,112,745615035.3483173,112,48.875,246.125,157,509848471.7491345,157,127363195.72745883,0.17081629217409836,0.24980597723577475,0.17081629217409797,0.37546621370476546
601,3020027,745615035.3483173,745615035.3483176,0,112,49.11312875892304,-113.65642299094772,112,745615035.3483173,112,48.875,246.375,158,509848471.7491345,158,106305483.78155452,0.14257422227529715,0.20850407458681372,0.14257422227529684,0.20905119798402919
602,3020027,745615035.3483173,745615035.3483176,0,112,49.11312875892304,-113.65642299094772,112,745615035.3483173,112,49.125,246.125,205,507325186.5628557,205,14766751.856449379,0.01980479356823998,0.02910707421505049,0.019804793568239935,0.029107074215050495
595,3020027,745615035.3483173,745615035.3483176,0,112,49.11312875892304,-113.65642299094772,112,745615035.3483173,112,49.125,246.625,207,507325186.5628165,207,556695.9066464783,0.0007466264496482631,0.0010973157284347617,0.0007466264496482615,0.0010973157284347617
598,3020027,745615035.3483173,745615035.3483176,0,112,49.11312875892304,-113.65642299094772,112,745615035.3483173,112,49.375,246.625,255,504791911.065272,255,53988460.44043206,0.07240795568883762,0.10695191277233262,0.07240795568883746,0.10695191277233267
597,3020027,745615035.3483173,745615035.3483176,0,112,49.11312875892304,-113.65642299094772,112,745615035.3483173,112,49.375,246.375,254,504791911.0653109,254,144077972.76718533,0.19323372777733577,0.2854205259809408,0.19323372777733536,0.2854205259809407
609,3020150,747750516.4484433,747750516.448445,0,113,50.927120385253566,-115.44534653365568,113,747750516.4484433,113,50.875,244.875,536,489385021.7283366,536,287922.74831800733,0.0003850518882762408,0.0005883358409727478,0.0003850518882762395,0.0005883358409727477
610,3020150,747750516.4484433,747750516.448445,0,113,50.927120385253566,-115.44534653365568,113,747750516.4484433,113,51.125,244.375,582,486783099.29954004,582,88959349.33191346,0.11896929172906445,0.18274946163891503,0.11896929172906405,0.18736137943870002
606,3020150,747750516.4484433,747750516.448445,0,113,50.927120385253566,-115.44534653365568,113,747750516.4484433,113,50.625,244.625,487,491977276.87451535,487,19247078.12057855,0.025739973022012107,0.039121884333466375,0.02573997302201202,0.22946021362829144
608,3020150,747750516.4484433,747750516.448445,0,113,50.927120385253566,-115.44534653365568,113,747750516.4484433,113,50.875,244.625,535,489385021.72829884,535,402394536.9468938,0.5381400989973619,0.8222453060083617,0.5381400989973602,0.8316005257373417
607,3020150,747750516.4484433,747750516.448445,0,113,50.927120385253566,-115.44534653365568,113,747750516.4484433,113,50.875,244.375,534,489385021.7283366,534,140817984.44188258,0.18832214935901265,0.2877447780166274,0.188322149359012,0.8270451284605064
612,3020150,747750516.4484433,747750516.448445,0,113,50.927120385253566,-115.44534653365568,113,747750516.4484433,113,51.125,244.625,583,486783099.2995025,583,96043644.85885948,0.12844343500427605,0.19730275146583676,0.12844343500427563,0.19730275145720091
619,3020366,760611470.2531517,760611470.2531499,0,114,50.574416354913104,-113.3632566368724,114,760611470.2531517,114,50.625,246.375,494,491977276.8745534,494,8772971.752391757,0.011534103935445359,0.017832066977005383,0.011534103935445352,0.01783206697700538
